,company,url
33,Nirlon Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nirlon/N02
34,Nirma Ltd.,https://www.moneycontrol.com/india/stockpricequote/detergents/nirma/N
35,Nirmal Metal Fabricators Ltd.,https://www.moneycontrol.com/india/stockpricequote/electricals/nirmalmetalfabricators/NMF
36,Nirman Agri Genetics Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nirmanagrigenetics/NAG01
37,Nirman Cement Ltd.,https://www.moneycontrol.com/india/stockpricequote/cementmini/nirmancement/NC07
38,Nirmitee Robotics India Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nirmiteeroboticsindia/NRI01
39,Nirup Synchrome Ltd.,https://www.moneycontrol.com/india/stockpricequote/dyespigments/nirupsynchrome/NS04
40,Niryat Sam Apparels Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/niryatsamapparels/NSA01
41,Nisha Synthetics Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/nishasynthetics/NSL01
42,Nishant Paper Mills Ltd.,https://www.moneycontrol.com/india/stockpricequote/paper/nishantpapermills/NPM
43,Nishtha Finance and Investment (India) Ltd.,https://www.moneycontrol.com/india/stockpricequote/financegeneral/nishthafinanceinvestmentindia/NFI02
44,Nissan Copper Ltd.,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/nissancopper/NC9
45,Nisu Fincap Ltd.,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/nisufincap/NFL
46,Nitco Ltd.,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/nitco/N52
47,Nitin Castings Ltd.,https://www.moneycontrol.com/india/stockpricequote/nitincastings/nitincastings/NAG
48,Nitin Fire Protection Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nitinfireprotectionindustries/NFP01
49,Nitin Spinners Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/nitinspinners/NS12
50,Nitiraj Engineers Ltd.,https://www.moneycontrol.com/india/stockpricequote/engineering/nitirajengineers/NE09
51,Nitta Gelatin India Ltd.,https://www.moneycontrol.com/india/stockpricequote/chemicals/nittagelatinindia/NGI04
52,Nivaka Fashions Ltd.,https://www.moneycontrol.com/india/stockpricequote/nivakafashions/nivakafashions/BTSYN54220
53,Nivi Trading Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nivitrading/NTL
54,Nivyah Infrastructure & Telecom Services Ltd.,https://www.moneycontrol.com/india/stockpricequote/electricals/nivyahinfrastructuretelecomservices/SVE
55,Niwas Spinning Mills Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/niwasspinningmills/NSM01
56,Niyogin Fintech Ltd Ltd.,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/niyoginfintechltd/MGF03
57,NK Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/nkindustries/NKI
58,NLC India Ltd.,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nlcindia/NLC
59,NMDC Ltd.,https://www.moneycontrol.com/india/stockpricequote/miningminerals/nmdc/NMD02
60,NMDC FPO Ltd.,https://www.moneycontrol.com/india/stockpricequote/miningminerals/nmdcfpo/N09
61,NMDC Steel Ltd.,https://www.moneycontrol.com/india/stockpricequote/ironsteel/nmdcsteel/NS15
62,NMS Resources Global Ltd.,https://www.moneycontrol.com/india/stockpricequote/nmsresources/nmsresourcesglobal/IFM
63,Noble Brothers Impex Ltd.,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/noblebrothersimpex/NBI
64,Noble Explochem Ltd.,https://www.moneycontrol.com/india/stockpricequote/chemicals/nobleexplochem/NE03
65,Noble Polymers Ltd.,https://www.moneycontrol.com/india/stockpricequote/plastics/noblepolymers/NP15
66,NOCIL Ltd.,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/nocil/NOC02
67,Noel Agritech Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/noelagritech/NA02
68,Noesis Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/noesisindustries/MVL02
69,Noida Medicare Ltd.,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/noidamedicare/NM
70,Noida Toll Bridge Company Ltd.,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/noidatollbridgecompany/NTB
71,Norben Tea and Exports Ltd.,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/norbenteaexports/NTE
72,Norris Medicines Ltd.,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/norrismedicines/NM01
73,Nortech India Ltd.,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/nortechindia/NI09
74,North Eastern Carrying Corporation Ltd.,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/northeasterncarryingcorporation/NEC01
75,North Star Gems Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/northstargems/NSG
76,Northern Project Ltd.,https://www.moneycontrol.com/india/stockpricequote/trading/northernproject/NPL01
77,Northern Spirits Ltd.,https://www.moneycontrol.com/india/stockpricequote/northernspirit/northernspirits/NS14
78,Northland Sugar Complex Ltd.,https://www.moneycontrol.com/india/stockpricequote/sugar/northlandsugarcomplex/NSC01
79,Northlink Fiscal and Capital Services Ltd.,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/northlinkfiscalcapitalservices/NFC01
80,Northland Sugar Company Ltd.,https://www.moneycontrol.com/india/stockpricequote/sugar/northlandsugarcompany/NSC
81,Nouritrans Exim Ltd.,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/nouritransexim/NE10
82,Nouveau Global Ventures Ltd.,https://www.moneycontrol.com/india/stockpricequote/trading/nouveauglobalventures/NF04
83,Nova Electro Magnetics Ltd.,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/novaelectromagnetics/NEM
84,Nova International Ltd.,https://www.moneycontrol.com/india/stockpricequote/bearings/novainternational/NI10
85,Nova Iron & Steel Ltd.,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/novaironsteel/NIS
86,Nova Pumech Ltd.,https://www.moneycontrol.com/india/stockpricequote/plastics/novapumech/NP10
87,Nova Steels (India) Ltd.,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/novasteelsindia/NSI01
88,Nova Surgikos Ltd.,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/novasurgikos/NSL03
89,Nova Udyog Ltd.,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/novaudyog/NUL
90,NovaGold Petro-Resources Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/novagoldpetroresources/NP14
91,Novartis India Ltd.,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/novartisindia/NI01
92,Novateor Research Laboratories Ltd.,https://www.moneycontrol.com/india/stockpricequote/labslifesciencesservices/novateorresearchlaboratories/NRL
93,Novopan India Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/novopanindia/NI11
94,NPBET Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/npbet/NPBET12978
95,NPR Finance Ltd.,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/nprfinance/NPR
96,NR Agarwal Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/paper/nragarwalindustries/NRA
97,NR International Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nrinternational/NRI
98,NRB Bearings Ltd.,https://www.moneycontrol.com/india/stockpricequote/bearings/nrbbearings/NRB
99,NRB Industrial Bearings Ltd.,https://www.moneycontrol.com/india/stockpricequote/bearings/nrbindustrialbearings/NRB01
100,NRC Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/nrc/NRC
101,NRS Textile Mills Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/nrstextilemills/NRS
102,Jr. Nifty Index,https://www.moneycontrol.com/india/stockpricequote/nsemidcap/jrniftyindex/JNI
103,Netripples Software Ltd.,https://www.moneycontrol.com/india/stockpricequote/nsl/netripplessoftwarelimited/NETRI54211
104,NSL Ltd.,https://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/nsl/NSL
105,NTC Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/cigarettes/ntcindustries/RDB
106,NTPC Ltd.,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/ntpc/N08
107,Nu Tech Corporation Ltd.,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/nutechcorporation/NTC
108,Nu Tek India Ltd.,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/nutekindia/NTI02
109,Nu-Tech Agros Ltd.,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/nutechagros/NTA
110,Nubal (India) Ltd.,https://www.moneycontrol.com/india/stockpricequote/electricals/nubalindia/NI12
111,Nuchem Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nuchem/N04
112,Nucleus Software Exports Ltd.,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/nucleussoftwareexports/NS
113,Nucor Wires Ltd.,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/nucorwires/NW
114,Nufab Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/nufabindustries/NI13
115,Nuline Glassware (India) Ltd.,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/nulineglasswareindia/NGI02
116,Numech Emballage Ltd.,https://www.moneycontrol.com/india/stockpricequote/packaging/numechemballage/NE04
117,Numero Uno Projects Ltd.,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/numerounoprojects/NUP
118,Nupur Recyclers Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nupurrecyclers/NR02
119,Nureca Ltd.,https://www.moneycontrol.com/india/stockpricequote/medicalequipmentsuppliesaccessories/nureca/N10
120,Nutech Global Ltd.,https://www.moneycontrol.com/india/stockpricequote/nutechglobal/nutechglobal/NGL01
121,Nutech Organic Chemicals Ltd.,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/nutechorganicchemicals/NOC01
122,Nutraplus India Ltd.,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nutraplusindia/NPI03
123,Nuvoco Vistas Corporation Ltd.,https://www.moneycontrol.com/india/stockpricequote/cement/nuvocovistascorporation/NVC
124,Nuway Organic Naturals (India) Ltd.,https://www.moneycontrol.com/india/stockpricequote/trading/nuwayorganicnaturalsindia/NON
125,Nippon India ETF Nifty 50 Value 20,https://www.moneycontrol.com/india/stockpricequote/nv20bees/nipponindiaetfnifty50value20/RMF06
126,NXTDIGITAL RE Ltd.,https://www.moneycontrol.com/india/stockpricequote/media/nxtdigitalre/NR
127,Nyssa Corporation Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/nyssacorporation/RTC01
